USER_ID,ITEM_ID,TIMESTAMP
user_001,coffee,1704067200
user_001,tea,1704067200
user_001,milk,1704067200
user_002,bread,1704153600
user_002,cheese,1704153600
user_003,apple,1704240000
user_003,banana,1704240000
user_003,orange,1704240000
user_003,grape,1704240000
user_004,chicken,1704326400
user_004,beef,1704326400
user_005,rice,1704412800
user_005,pasta,1704412800
user_005,noodles,1704412800
user_006,tomato,1704499200
user_006,onion,1704499200
user_007,sugar,1704585600
user_007,salt,1704585600
user_007,pepper,1704585600
user_008,oil,1704672000
user_008,butter,1704672000
user_009,egg,1704758400
user_009,flour,1704758400
user_009,water,1704758400
user_010,juice,1704844800
user_010,soda,1704844800
user_011,beer,1704931200
user_011,wine,1704931200
user_011,chocolate,1704931200
user_012,candy,1705017600
user_012,cookie,1705017600
user_013,cake,1705104000
user_013,pizza,1705104000
user_013,burger,1705104000
user_013,sandwich,1705104000
user_014,salad,1705190400
user_014,soup,1705190400
user_015,cereal,1705276800
user_015,yogurt,1705276800
user_015,honey,1705276800
user_016,jam,1705363200
user_016,sauce,1705363200
user_017,spice,1705449600
user_017,herb,1705449600
user_017,lemon,1705449600
user_018,strawberry,1705536000
user_018,blueberry,1705536000
user_019,pineapple,1705622400
user_019,mango,1705622400
user_019,avocado,1705622400
user_020,spinach,1705708800
user_020,broccoli,1705708800
user_021,corn,1705795200
user_021,bean,1705795200
user_021,pea,1705795200
user_022,mushroom,1705881600
user_022,garlic,1705881600
user_023,ginger,1705968000
user_023,mint,1705968000
user_023,shampoo,1705968000
user_024,soap,1706054400
user_024,toothpaste,1706054400
user_025,tissue,1706140800
user_025,towel,1706140800
user_025,detergent,1706140800
user_026,bleach,1706227200
user_026,cleaner,1706227200
user_027,brush,1706313600
user_027,sponge,1706313600
user_027,plate,1706313600
user_028,cup,1706400000
user_028,bowl,1706400000
user_029,fork,1706486400
user_029,knife,1706486400
user_029,spoon,1706486400
user_030,glass,1706572800
user_030,bottle,1706572800
user_001,bag,1706659200
user_001,box,1706659200
user_001,can,1706659200
user_002,jar,1706745600
user_002,container,1706745600
user_003,fish,1706832000
user_003,potato,1706832000
user_003,carrot,1706832000
user_004,coffee,1706918400
user_004,tea,1706918400
user_005,milk,1707004800
user_005,bread,1707004800
user_005,cheese,1707004800
user_006,apple,1707091200
user_006,banana,1707091200
user_007,orange,1707177600
user_007,grape,1707177600
user_007,chicken,1707177600
user_008,beef,1707264000
user_008,rice,1707264000
user_009,pasta,1707350400
user_009,noodles,1707350400
user_009,tomato,1707350400
user_010,onion,1707436800
user_010,sugar,1707436800
user_011,salt,1707523200
user_011,pepper,1707523200
user_011,oil,1707523200
user_012,butter,1707609600
user_012,egg,1707609600
user_013,flour,1707696000
user_013,water,1707696000
user_013,juice,1707696000
user_013,soda,1707696000
user_014,beer,1707782400
user_014,wine,1707782400
user_015,chocolate,1707868800
user_015,candy,1707868800
user_015,cookie,1707868800
user_016,cake,1707955200
user_016,pizza,1707955200
user_017,burger,1708041600
user_017,sandwich,1708041600
user_017,salad,1708041600
user_018,soup,1708128000
user_018,cereal,1708128000
user_019,yogurt,1708214400
user_019,honey,1708214400
user_019,jam,1708214400
user_020,sauce,1708300800
user_020,spice,1708300800
user_021,herb,1708387200
user_021,lemon,1708387200
user_021,strawberry,1708387200
user_022,blueberry,1708473600
user_022,pineapple,1708473600
user_023,mango,1708560000
user_023,avocado,1708560000
user_023,spinach,1708560000
user_024,broccoli,1708646400
user_024,corn,1708646400
user_025,bean,1708732800
user_025,pea,1708732800
user_025,mushroom,1708732800
user_026,garlic,1708819200
user_026,ginger,1708819200
user_027,mint,1708905600
user_027,shampoo,1708905600
user_027,soap,1708905600
user_028,toothpaste,1708992000
user_028,tissue,1708992000
user_029,towel,1709078400
user_029,detergent,1709078400
user_029,bleach,1709078400
user_030,cleaner,1709164800
user_030,brush,1709164800
user_001,sponge,1709251200
user_001,plate,1709251200
user_001,cup,1709251200
user_002,bowl,1709337600
user_002,fork,1709337600
user_003,knife,1709424000
user_003,spoon,1709424000
user_003,glass,1709424000
user_004,bottle,1709510400
user_004,bag,1709510400
user_005,box,1709596800
user_005,can,1709596800
user_005,jar,1709596800
user_006,container,1709683200
user_006,fish,1709683200
user_007,potato,1709769600
user_007,carrot,1709769600
user_007,coffee,1709769600
user_008,tea,1709856000
user_008,milk,1709856000
user_009,bread,1709942400
user_009,cheese,1709942400
user_009,apple,1709942400
user_010,banana,1710028800
user_010,orange,1710028800
user_011,grape,1710115200
user_011,chicken,1710115200
user_011,beef,1710115200
user_012,rice,1710201600
user_012,pasta,1710201600
user_013,noodles,1710288000
user_013,tomato,1710288000
user_013,onion,1710288000
user_013,sugar,1710288000
user_014,salt,1710374400
user_014,pepper,1710374400
user_015,oil,1710460800
user_015,butter,1710460800
user_015,egg,1710460800
user_016,flour,1710547200
user_016,water,1710547200
user_017,juice,1710633600
user_017,soda,1710633600
user_017,beer,1710633600
user_018,wine,1710720000
user_018,chocolate,1710720000
user_019,candy,1710806400
user_019,cookie,1710806400
user_019,cake,1710806400
user_020,pizza,1710892800
user_020,burger,1710892800
user_021,sandwich,1710979200
user_021,salad,1710979200
user_021,soup,1710979200
user_022,cereal,1711065600
user_022,yogurt,1711065600
user_023,honey,1711152000
user_023,jam,1711152000
user_023,sauce,1711152000
user_024,spice,1711238400
user_024,herb,1711238400
user_025,lemon,1711324800
user_025,strawberry,1711324800
user_025,blueberry,1711324800
user_026,pineapple,1711411200
user_026,mango,1711411200
user_027,avocado,1711497600
user_027,spinach,1711497600
user_027,broccoli,1711497600
user_028,corn,1711584000
user_028,bean,1711584000
user_029,pea,1711670400
user_029,mushroom,1711670400
user_029,garlic,1711670400
user_030,ginger,1711756800
user_030,mint,1711756800
user_001,shampoo,1711843200
user_001,soap,1711843200
user_001,toothpaste,1711843200
user_002,tissue,1711929600
user_002,towel,1711929600
user_003,detergent,1712016000
user_003,bleach,1712016000
user_003,cleaner,1712016000
user_004,brush,1712102400
user_004,sponge,1712102400
user_005,plate,1712188800
user_005,cup,1712188800
user_005,bowl,1712188800
user_006,fork,1712275200
user_006,knife,1712275200
user_007,spoon,1712361600
user_007,glass,1712361600
user_007,bottle,1712361600
user_008,bag,1712448000
user_008,box,1712448000
user_009,can,1712534400
user_009,jar,1712534400
user_009,container,1712534400
user_010,fish,1712620800
user_010,potato,1712620800
user_011,carrot,1712707200
user_011,coffee,1712707200
user_011,tea,1712707200
user_012,milk,1712793600
user_012,bread,1712793600
user_013,cheese,1712880000
user_013,apple,1712880000
user_013,banana,1712880000
user_013,orange,1712880000
user_014,grape,1712966400
user_014,chicken,1712966400
user_015,beef,1713052800
user_015,rice,1713052800
user_015,pasta,1713052800
user_016,noodles,1713139200
user_016,tomato,1713139200
user_017,onion,1713225600
user_017,sugar,1713225600
user_017,salt,1713225600
user_018,pepper,1713312000
user_018,oil,1713312000
user_019,butter,1713398400
user_019,egg,1713398400
user_019,flour,1713398400
user_020,water,1713484800
user_020,juice,1713484800
user_021,soda,1713571200
user_021,beer,1713571200
user_021,wine,1713571200
user_022,chocolate,1713657600
user_022,candy,1713657600
user_023,cookie,1713744000
user_023,cake,1713744000
user_023,pizza,1713744000
user_024,burger,1713830400
user_024,sandwich,1713830400
user_025,salad,1713916800
user_025,soup,1713916800
user_025,cereal,1713916800
user_026,yogurt,1714003200
user_026,honey,1714003200
user_027,jam,1714089600
user_027,sauce,1714089600
user_027,spice,1714089600
user_028,herb,1714176000
user_028,lemon,1714176000
user_029,strawberry,1714262400
user_029,blueberry,1714262400
user_029,pineapple,1714262400
user_030,mango,1714348800
user_030,avocado,1714348800
user_001,spinach,1714435200
user_001,broccoli,1714435200
user_001,corn,1714435200
user_002,bean,1714521600
user_002,pea,1714521600
user_003,mushroom,1714608000
user_003,garlic,1714608000
user_003,ginger,1714608000
user_004,mint,1714694400
user_004,shampoo,1714694400
user_005,soap,1714780800
user_005,toothpaste,1714780800
user_005,tissue,1714780800
user_006,towel,1714867200
user_006,detergent,1714867200
user_007,bleach,1714953600
user_007,cleaner,1714953600
user_007,brush,1714953600
user_008,sponge,1715040000
user_008,plate,1715040000
user_009,cup,1715126400
user_009,bowl,1715126400
user_009,fork,1715126400
user_010,knife,1715212800
user_010,spoon,1715212800
user_011,glass,1715299200
user_011,bottle,1715299200
user_011,bag,1715299200
user_012,box,1715385600
user_012,can,1715385600
user_013,jar,1715472000
user_013,container,1715472000
user_013,fish,1715472000
user_013,potato,1715472000
user_014,carrot,1715558400
user_014,coffee,1715558400
user_015,tea,1715644800
user_015,milk,1715644800
user_015,bread,1715644800
user_016,cheese,1715731200
user_016,apple,1715731200
user_017,banana,1715817600
user_017,orange,1715817600
user_017,grape,1715817600
user_018,chicken,1715904000
user_018,beef,1715904000
user_019,rice,1715990400
user_019,pasta,1715990400
user_019,noodles,1715990400
user_020,tomato,1716076800
user_020,onion,1716076800
user_021,sugar,1716163200
user_021,salt,1716163200
user_021,pepper,1716163200
user_022,oil,1716249600
user_022,butter,1716249600
user_023,egg,1716336000
user_023,flour,1716336000
user_023,water,1716336000
user_024,juice,1716422400
user_024,soda,1716422400
user_025,beer,1716508800
user_025,wine,1716508800
user_025,chocolate,1716508800
user_026,candy,1716595200
user_026,cookie,1716595200
user_027,cake,1716681600
user_027,pizza,1716681600
user_027,burger,1716681600
user_028,sandwich,1716768000
user_028,salad,1716768000
user_029,soup,1716854400
user_029,cereal,1716854400
user_029,yogurt,1716854400
user_030,honey,1716940800
user_030,jam,1716940800
user_001,sauce,1717027200
user_001,spice,1717027200
user_001,herb,1717027200
user_002,lemon,1717113600
user_002,strawberry,1717113600
user_003,blueberry,1717200000
user_003,pineapple,1717200000
user_003,mango,1717200000
user_004,avocado,1717286400
user_004,spinach,1717286400
user_005,broccoli,1717372800
user_005,corn,1717372800
user_005,bean,1717372800
user_006,pea,1717459200
user_006,mushroom,1717459200
user_007,garlic,1717545600
user_007,ginger,1717545600
user_007,mint,1717545600
user_008,shampoo,1717632000
user_008,soap,1717632000
user_009,toothpaste,1717718400
user_009,tissue,1717718400
user_009,towel,1717718400
user_010,detergent,1717804800
user_010,bleach,1717804800
user_011,cleaner,1717891200
user_011,brush,1717891200
user_011,sponge,1717891200
user_012,plate,1717977600
user_012,cup,1717977600
user_013,bowl,1718064000
user_013,fork,1718064000
user_013,knife,1718064000
user_013,spoon,1718064000
user_014,glass,1718150400
user_014,bottle,1718150400
user_015,bag,1718236800
user_015,box,1718236800
user_015,can,1718236800
user_016,jar,1718323200
user_016,container,1718323200
user_017,fish,1718409600
user_017,potato,1718409600
user_017,carrot,1718409600
user_018,coffee,1718496000
user_018,tea,1718496000
user_019,milk,1718582400
user_019,bread,1718582400
user_019,cheese,1718582400
user_020,apple,1718668800
user_020,banana,1718668800
user_021,orange,1718755200
user_021,grape,1718755200
user_021,chicken,1718755200
user_022,beef,1718841600
user_022,rice,1718841600
user_023,pasta,1718928000
user_023,noodles,1718928000
user_023,tomato,1718928000
user_024,onion,1719014400
user_024,sugar,1719014400
user_025,salt,1719100800
user_025,pepper,1719100800
user_025,oil,1719100800
user_026,butter,1719187200
user_026,egg,1719187200
user_027,flour,1719273600
user_027,water,1719273600
user_027,juice,1719273600
user_028,soda,1719360000
user_028,beer,1719360000
user_029,wine,1719446400
user_029,chocolate,1719446400
user_029,candy,1719446400
user_030,cookie,1719532800
user_030,cake,1719532800
user_001,pizza,1719619200
user_001,burger,1719619200
user_001,sandwich,1719619200
user_002,salad,1719705600
user_002,soup,1719705600
user_003,cereal,1719792000
user_003,yogurt,1719792000
user_003,honey,1719792000
user_004,jam,1719878400
user_004,sauce,1719878400
user_005,spice,1719964800
user_005,herb,1719964800
user_005,lemon,1719964800
user_006,strawberry,1720051200
user_006,blueberry,1720051200
user_007,pineapple,1720137600
user_007,mango,1720137600
user_007,avocado,1720137600
user_008,spinach,1720224000
user_008,broccoli,1720224000
user_009,corn,1720310400
user_009,bean,1720310400
user_009,pea,1720310400
user_010,mushroom,1720396800
user_010,garlic,1720396800
user_011,ginger,1720483200
user_011,mint,1720483200
user_011,shampoo,1720483200
user_012,soap,1720569600
user_012,toothpaste,1720569600
user_013,tissue,1720656000
user_013,towel,1720656000
user_013,detergent,1720656000
user_013,bleach,1720656000
user_014,cleaner,1720742400
user_014,brush,1720742400
user_015,sponge,1720828800
user_015,plate,1720828800
user_015,cup,1720828800
user_016,bowl,1720915200
user_016,fork,1720915200
user_017,knife,1721001600
user_017,spoon,1721001600
user_017,glass,1721001600
user_018,bottle,1721088000
user_018,bag,1721088000
user_019,box,1721174400
user_019,can,1721174400
user_019,jar,1721174400
user_020,container,1721260800
user_020,fish,1721260800
user_021,potato,1721347200
user_021,carrot,1721347200
user_021,coffee,1721347200
user_022,tea,1721433600
user_022,milk,1721433600
user_023,bread,1721520000
user_023,cheese,1721520000
user_023,apple,1721520000
user_024,banana,1721606400
user_024,orange,1721606400
user_025,grape,1721692800
user_025,chicken,1721692800
user_025,beef,1721692800
user_026,rice,1721779200
user_026,pasta,1721779200
user_027,noodles,1721865600
user_027,tomato,1721865600
user_027,onion,1721865600
user_028,sugar,1721952000
user_028,salt,1721952000
user_029,pepper,1722038400
user_029,oil,1722038400
user_029,butter,1722038400
user_030,egg,1722124800
user_030,flour,1722124800
user_001,water,1722211200
user_001,juice,1722211200
user_001,soda,1722211200
user_002,beer,1722297600
user_002,wine,1722297600
user_003,chocolate,1722384000
user_003,candy,1722384000
user_003,cookie,1722384000
user_004,cake,1722470400
user_004,pizza,1722470400
user_005,burger,1722556800
user_005,sandwich,1722556800
user_005,salad,1722556800
user_006,soup,1722643200
user_006,cereal,1722643200
user_007,yogurt,1722729600
user_007,honey,1722729600
user_007,jam,1722729600
user_008,sauce,1722816000
user_008,spice,1722816000
user_009,herb,1722902400
user_009,lemon,1722902400
user_009,strawberry,1722902400
user_010,blueberry,1722988800
user_010,pineapple,1722988800
user_011,mango,1723075200
user_011,avocado,1723075200
user_011,spinach,1723075200
user_012,broccoli,1723161600
user_012,corn,1723161600
user_013,bean,1723248000
user_013,pea,1723248000
user_013,mushroom,1723248000
user_013,garlic,1723248000
user_014,ginger,1723334400
user_014,mint,1723334400
user_015,shampoo,1723420800
user_015,soap,1723420800
user_015,toothpaste,1723420800
user_016,tissue,1723507200
user_016,towel,1723507200
user_017,detergent,1723593600
user_017,bleach,1723593600
user_017,cleaner,1723593600
user_018,brush,1723680000
user_018,sponge,1723680000
user_019,plate,1723766400
user_019,cup,1723766400
user_019,bowl,1723766400
user_020,fork,1723852800
user_020,knife,1723852800
user_021,spoon,1723939200
user_021,glass,1723939200
user_021,bottle,1723939200
user_022,bag,1724025600
user_022,box,1724025600
user_023,can,1724112000
user_023,jar,1724112000
user_023,container,1724112000
user_024,fish,1724198400
user_024,potato,1724198400
user_025,carrot,1724284800
user_025,coffee,1724284800
user_025,tea,1724284800
user_026,milk,1724371200
user_026,bread,1724371200
user_027,cheese,1724457600
user_027,apple,1724457600
user_027,banana,1724457600
user_028,orange,1724544000
user_028,grape,1724544000
user_029,chicken,1724630400
user_029,beef,1724630400
user_029,rice,1724630400
user_030,pasta,1724716800
